product_id,quantity,wholesale_cost,sale_price,supplier_id
WXACI1PG8UDD,6823,443.03,616.25,BJCRNMST
34DX7JZOX2RQ,3009,423.72,739.39,SPSRJXRS
0IUXLUWGCXD7,2909,124.17,150.0,BJCRNMST
I53W5WTH0UQ5,772,35.22,40.89,LYAWRLFE
YJAHEW4FXPFC,2919,135.08,169.39,UAXXAWZE
XB0RNBJEJOB7,4818,384.85,522.24,DKAIAEQE
R6JRLBIUHW6M,7113,387.48,469.63,OEAJLFNF
MN939XH4I82P,525,34.73,44.32,MDZQSKXO
O4LJF2G3F42V,5978,392.76,694.4,PWYISQQQ
S11GMR9H23ZG,392,10.24,16.9,YRTMLUBW
R0RFG08T2F1E,3210,402.08,660.62,WWTYFSGK
T46REJCW1ISE,5891,360.22,566.27,GLQAEOQF
XIAJ4JLARZIC,4057,400.75,511.36,JPGLPLVP
RTQQQ5ULUION,4068,357.67,620.92,SPDOOGFE
W3HUSJ8LAHFZ,7606,423.72,701.26,RKYXKPPW
QFX8NYE0XHZT,1209,146.36,175.19,WWTYFSGK
EQ76KC3C0GAE,2703,109.69,149.95,ADLRYBLM
27AE6G97E5ZK,4754,447.22,626.56,OBVMYZLI
WFMDZHHW9DDE,5993,415.55,612.52,RKYXKPPW
G0AZLTKVD2YG,1795,128.32,222.89,VDSSUUSE
GQBI251Z4LND,5316,445.82,751.21,FHCSVNQP
296FKPLOKPYI,3050,380.92,474.25,MDZQSKXO
ID75SJF4OXYH,7427,443.03,675.62,ADLRYBLM
QRG39IIWFTOL,2391,123.34,198.58,JJLQZLAD
0ES9I9EHTWU2,2812,122.52,221.88,ODOAPUPB
X59CIXWYN5JZ,4346,355.12,509.95,UMUZGJYV
0QXIQKP10EB7,7080,431.95,701.05,QRQOEZEA
P46W5PSA5PXG,4533,422.35,792.33,YICZBGZA
6D29O3BUHN96,678,39.75,48.38,MAPFZZBL
0PREZNIXJHFG,3962,458.45,533.64,OEAJLFNF
AHGCHQSLSCNT,3727,420.99,568.34,YRTMLUBW
3F2R0X1I8JTJ,134,3.81,5.81,BMJSHBNA
ZV8SIV4O5SHO,7304,362.78,668.24,ADMWFSCP
N9FWPKW5O0CU,6988,342.51,536.37,JBBAJMPC
DMDKKF2K00I7,77,3.43,6.38,WJYMSRGC
ZSERDYZQCULN,5525,357.67,577.64,YSTSIUBO
LS9C7DXUOF91,4879,378.3,672.62,VEQQYGWH
E609CL9CZDO6,6335,465.54,600.08,QXTXITXU
I3WQ61VTNOOY,6920,382.22,660.09,ODOAPUPB
94JCYAL7MOJV,1377,168.16,211.04,BHZVNRON
WLE1FM78Q978,6419,390.12,484.92,OBVMYZLI
M5PO3F8SCAOK,2187,120.07,219.25,IOTLFICR
6DGPWNG4LZL0,1971,100.46,124.57,BMJSHBNA
UPBB8BDEE1LX,1383,116.84,188.93,YICZBGZA
J3YUNMD2LD4E,2636,142.85,248.27,XKOHBPZZ
VQCTPMQT0EHF,2246,113.64,182.73,YTVNVDEV
YMPCX1CO59P5,4202,443.03,610.5,WJXPUKVV
6OS3DEIUJ4I8,6436,450.02,630.93,PWSIGSHS
RZBD8TALW67J,332,9.37,15.37,YSTSIUBO
QFY2IZYFB6V1,6180,430.58,637.69,PWYISQQQ
9J8ZUZXZ5MOC,7713,407.45,543.95,CSCXEACP
7DORRKK77PHZ,5307,408.79,661.42,QXTXITXU
NQMI85DJ5TUI,4869,388.8,480.95,MAPFZZBL
01HZ5HT4YVAO,2333,116.84,158.79,BJCRNMST
CFDJTUETF4PC,3186,407.45,650.29,JPGLPLVP
536QHY7K7WFD,5783,390.12,448.25,BHZVNRON
TMD2O5RMG0I4,5424,441.64,790.98,WJXPUKVV
1WDDNCJEVXBL,5998,406.1,552.3,SPDOOGFE
AEBS3HT9SMHN,4436,378.3,560.26,SPSRJXRS
P167E78115TA,3719,377.0,664.27,QXTXITXU
9Q84TWUQIEZ6,4470,420.99,798.62,UAXXAWZE
25PAKPTMBC9I,7256,429.2,554.1,QNMUTIKH
RWR7B8TJROIJ,6775,391.44,528.84,BJCRNMST
15L2A9E10BME,7442,434.71,771.18,YSTSIUBO
AHNUFACS1J28,1923,135.93,199.14,JFPKCFFP
G3MR05UDZXLL,1812,120.07,153.21,BYFCPELM
OT6BH1FBLJTE,4886,350.05,539.08,IOTCUKCW
9WATVBBV312M,5304,406.1,585.19,UMUZGJYV
HZROJLGQHXU3,2517,110.48,183.95,MJDXCJML
EMCHWZK2OSG2,3162,395.42,567.43,BJCRNMST
NV3P08FZR5P3,5379,494.31,613.44,JPGLPLVP
5RCNDH5C8JIF,432,38.73,70.29,JJLQZLAD
QDZ6NLM1QQCW,1507,156.2,253.51,UMUZGJYV
A9O68QS5LJR3,5552,430.58,637.26,OPVLPGNP
9AR6YIEQ9VMY,188,6.46,11.39,YTVNVDEV
UUI4F5RSJE0J,3312,377.0,507.44,VLGZVTVQ
JIBCB528P4PI,1205,107.35,179.49,BJCRNMST
36VML35CIPTR,2710,120.89,228.36,FHCSVNQP
UKO0BCZIFTWA,3173,378.3,537.56,XGCBTBYN
L2N36ESGB4ZW,5815,351.32,586.7,YIQLDJPL
FJLUTBU0DL5Y,4780,364.07,400.84,MNFXITXS
3LWLGNVQGY8R,7071,406.1,735.45,YRTMLUBW
Z5BB6B3H9ZIE,4045,427.83,518.53,NKEHPQEG
YA63CUZUEJ1T,704,40.79,64.77,YICZBGZA
N3B58NGC5XEB,4173,391.44,524.14,PCKHXFGY
N8T4HBJHSRC0,3116,433.33,668.63,QRQOEZEA
5XBDYRS6NSOB,2400,121.7,184.13,MAPFZZBL
4ISP9QF4GUHR,814,38.73,63.21,CSCXEACP
V846ZZK9CSPE,3904,411.49,567.44,LYAWRLFE
B0Q05YAOE6GJ,2215,139.37,227.73,WJYMSRGC
ZCARJEI5M42M,1377,117.64,175.17,QRUKFFOG
B225PL9D0ZMT,4919,444.43,524.43,SPSRJXRS
NK5Y9UO7KJ7D,582,46.69,80.73,GCKGKIWD
0RHSR17KQRKB,5499,434.71,563.38,AVSSCHIT
Y0OD4K1KGZ4F,5184,415.55,588.83,RKYXKPPW
5NXV5JFXPMC2,6737,402.08,490.14,IOTLFICR
K18Q3644PS48,3565,402.08,583.02,VDSSUUSE
5N8QN7BNF9IX,7020,434.71,597.29,BHZVNRON
I96NDRCKVMTD,2987,420.99,627.7,CSCXEACP
GJZYEZT3KP5A,1591,121.7,205.43,IOTCUKCW
YVWUPL517EM1,4462,427.83,500.13,UNHSZJXF
QGKCP9U35J0R,2661,156.2,261.95,JBBAJMPC
A22F585D7ZRJ,2264,119.26,193.56,OTXZMFOP
QUIQC09AJ9YN,7611,441.64,642.59,OPVLPGNP
GFKFBEAVD8PQ,4796,412.84,766.23,PIYDYPTC
BI4QKGWJAEYX,1570,131.68,225.3,CSCXEACP
44QGWHHA8KVF,2101,122.52,230.09,QRQOEZEA
KWANMHNMVV6G,1038,34.25,48.29,OTXZMFOP
O89I4AFMBE87,2037,141.98,159.3,SPHMKEAN
R0PBFHP3QSN3,4415,396.75,472.93,XKOHBPZZ
RJDJBMETPQOE,3336,404.76,551.28,YVNOQMRE
DOFKSN4LEQQC,3531,362.78,581.54,JJLQZLAD
6F6IREJDIGN9,5312,419.63,494.32,PIYDYPTC
0IW1O9QQYO7X,1531,113.64,182.51,FHCSVNQP
VIABVIB7S5FV,3568,386.16,627.12,YTVNVDEV
ZWW1L8H18PXH,3091,375.7,652.97,SPDOOGFE
65BIZEOYG0MF,229,15.4,26.38,MAPFZZBL
312U7FPJSLE4,7081,395.42,546.08,OTXZMFOP
0HU8OYBN7A7W,4626,434.71,553.39,LLNHNSKA
VUXG0U6RG14U,225,11.45,13.13,PIYDYPTC
EB47HWMZM290,1095,28.63,53.88,UAXXAWZE
H4GHWXBDKVFM,1900,111.27,180.48,AVSSCHIT
GVVRHS77WT7E,7360,392.76,452.46,VDSSUUSE
1IKB29X7ML4N,270,6.22,9.46,JFPKCFFP
A7P5Q0ZE1LGB,517,38.73,49.3,BYFCPELM
LYXJJ0BM077W,4740,394.09,547.39,BYFCPELM
IY89TX3VYRB7,4341,420.99,659.27,YVNOQMRE
S2MA7ACWETD4,5913,356.4,502.52,ODOAPUPB
9GLIKY1BEAZC,4836,375.7,664.61,QRQOEZEA
G2A3YB72G9CL,1269,95.97,181.29,VDSSUUSE
153HVDUD83R6,5795,459.87,558.74,GCKGKIWD
E2XLG1SOZ2FB,5003,388.8,546.26,OEAJLFNF
7WMC3IF3D2JP,4786,387.48,726.52,BMJSHBNA
S6QK44UWQHOY,839,30.92,40.88,GCKGKIWD
RGX8BLKW5N98,6364,407.45,692.26,AVSSCHIT
OW396KUJ76KQ,4578,391.44,591.86,YICZBGZA
K657E5MRIZ9C,2950,119.26,179.96,MAPFZZBL
TDNGR2QB69WE,2355,148.13,250.04,MJDXCJML
3A62FG1AYRWO,4506,369.22,677.52,ANNRTCUF
4NYAWSK8CPY4,7071,437.48,715.72,WJYMSRGC
EALHW9PSCP1E,4286,430.58,496.89,ANNRTCUF
MGIPJNRTZAUS,6730,469.81,517.26,YIQLDJPL
QI64J4Y6GOJ7,6534,420.99,653.38,QYAHHFGX
DBGW5Q11JEC9,2374,120.89,209.87,PWSIGSHS
JTK3HHEHEAE7,5366,408.79,632.4,RLZQMNWJ
KJQV3RB6BQ5M,5084,355.12,527.0,GTQPDUYW
BACQ0H6NNU51,7384,371.8,665.52,WWTYFSGK
15D1NAA8XXV3,7059,419.63,594.62,IOTCUKCW
FV5ZNAYX5NWT,6134,395.42,592.73,QYAHHFGX
LU1CI4BZ9O4F,4527,422.35,755.16,OTXZMFOP
ITB51X9M28U6,5549,392.76,660.62,BYFCPELM
5DLP9ERO282B,6106,420.99,550.65,QRUKFFOG
Y2E2JU5UJEK8,7002,418.27,571.36,QRUKFFOG
EYDUDZNI86HG,7644,433.33,615.76,OPVLPGNP
Z3KA7CBN2FM4,2567,120.07,216.85,IOTCUKCW
78YEQ2OO06NK,997,35.71,40.75,XKOHBPZZ
HX3S6RW9WZ2G,6923,342.51,378.13,GLQAEOQF
FIY5BAWWHQ0R,5951,350.05,585.63,BMJSHBNA
ZDOP3IQQBLNE,5878,370.51,428.68,CSCXEACP
HRKUIMMUAFGD,4548,387.48,661.04,ZBLEELUQ
CAX2T9ZG3NNM,1824,110.48,175.0,BHZVNRON
3YB4VJ3QTEKB,6575,396.75,728.83,SPDOOGFE
MCRC7D741VSR,1894,129.16,236.49,UAXXAWZE
V6EASQHV8TK0,6815,364.07,497.68,UNHSZJXF
RJFI6IU368QT,7077,443.03,538.28,CSCXEACP
0OUIGC8PU4V2,4349,348.79,478.89,YVNOQMRE
2Z9TYLL5FBM8,5956,392.76,712.07,RKYXKPPW
RUY7HFF8N7QB,4474,377.0,463.71,QXTXITXU
6T7NXII2OI0G,672,31.86,57.41,CKKTVYIO
U1SVC5UQW237,6970,429.2,509.46,WJXPUKVV
5LVEP405BFER,868,38.22,69.56,ODOAPUPB
K645M7MRHL6V,4990,400.75,555.84,BJCRNMST
QUBIMGZ39DR1,7019,362.78,663.52,ADMWFSCP
CTGSWM1QYMD1,748,44.51,51.59,ANNRTCUF
S4JO06EDMX4B,7081,374.4,450.03,WJXPUKVV
3D0MOZHULUCR,1188,121.7,193.38,IOTCUKCW
5EZFCNPV8PRQ,4526,399.41,491.67,GLQAEOQF
0S0JBI2SDZ6Q,412,27.29,51.55,JPGLPLVP
1F5Q4KDLM8FX,7086,415.55,765.03,LLNHNSKA
3R2MJXV3TQ4M,5526,419.63,748.62,YICZBGZA
ZV4S4WZA0T80,3253,411.49,639.87,FHCSVNQP
3SFY78EAXB9A,1227,137.65,207.44,MAPFZZBL
Z3P46FOQVTXB,1872,124.99,177.86,TOEBDRFA
5MWIIDFJCMP3,5282,415.55,785.81,UAXXAWZE
93VF252FRER1,375,11.76,16.49,GTQPDUYW
CNQ04KKYNJ2G,1477,98.95,156.04,QNMUTIKH
GTDRFTVOJVQI,1466,135.93,240.73,LLNHNSKA
IWGFZO8MQRHI,1931,115.23,140.12,SPDOOGFE
KQ9UA5OMCBIH,6694,387.48,616.87,UNHSZJXF
S6FOABH9NP4C,4720,374.4,484.47,ZBLEELUQ
NYARJM5ZYTL5,923,43.43,79.17,QYAHHFGX
I2FW4AUABPQ1,2230,125.82,223.58,CKKTVYIO
E8TLURI8XN4Y,6451,422.35,794.86,IOTCUKCW
RXMMWTDZI8CP,850,33.28,56.14,BHZVNRON
74C8ELRKDZ43,7549,418.27,640.79,XZAGPOCG
E5UNH9J57U3D,6257,450.02,598.08,XKOHBPZZ
J1NN5YXVU82L,3603,407.45,607.51,QXTXITXU
KGUTLTW8B6KB,1759,120.07,156.93,MNFXITXS
4QXZ407E94FY,7316,395.42,742.6,SPSRJXRS
U9WSCCUVSV7J,314,18.3,26.83,RLZQMNWJ
LONAQQAE1M07,3299,425.09,740.08,RLZQMNWJ
LBS3JDUNVCM2,4014,430.58,564.49,LLNHNSKA
0GHZXFF8X8K8,5450,404.76,755.28,JFPKCFFP
LX65MMDTA1BZ,5060,440.25,686.35,WJXPUKVV
HAK49AE7KCZZ,5457,362.78,471.98,MJDXCJML
OMGLKSTXNFO8,3402,434.71,653.8,QYAHHFGX
PB5OLVL7KC1I,856,36.21,42.69,BMJSHBNA
FTAOWLZQX43M,1924,131.68,230.57,SPSRJXRS
7Y1SNMSJAA5K,6957,391.44,533.14,GCKGKIWD
QT30PIK166CH,5364,375.7,528.99,VLGZVTVQ
YKGZK9Y3MZI5,1407,126.65,196.94,VNELHOLF
IU012JT0S02G,2296,142.85,207.42,LDHDYTKW
IUH9W544ZDEF,4285,440.25,499.68,YVNOQMRE
7UV84BKZMXN5,2346,138.51,183.39,MDZQSKXO
QCY2QIHXHMBZ,7158,407.45,581.84,WCCTLAZO
FJH8V8US9YR2,5445,404.76,592.97,QLXEQSTG
YAOQ36B9VUHP,7714,406.1,490.57,MNFXITXS
WT22TLLTIOKH,5131,373.1,545.85,JBBAJMPC
A71ZJ9EFFO0O,4996,445.82,631.73,WJXPUKVV
UXP9O69IK83O,2239,124.17,183.9,CSCXEACP
HSNDDCZ0RU18,5563,390.12,586.35,VEQQYGWH
19KUDWQBUV63,2957,129.99,162.36,XGCBTBYN
1R5MX3SIL3LM,4514,420.99,769.99,UNHSZJXF
VG2UX9ITV4DL,6781,396.75,708.6,PWSIGSHS
K2FUUH15PJGQ,7158,422.35,729.4,YSTSIUBO
QUEV3TYJ55OI,573,47.8,72.23,NKEHPQEG
ARY9SL9831QO,1174,126.65,187.44,GLQAEOQF
492G36M5T3Q1,4895,452.82,603.61,YRTMLUBW
NGHHRK7HYZS4,933,43.43,50.38,WWTYFSGK
T7CDO3Y4MSX4,4630,433.33,711.96,QXTXITXU
BFZZTQEC9AFS,5621,420.99,496.77,RKYXKPPW
0JECBCU028QD,5256,430.58,612.28,AVSSCHIT
CLF9EY7J2DQX,3881,353.85,619.24,LDHDYTKW
LDBBXWMZPGB2,1008,44.51,68.77,JJLQZLAD
BMSSSA4QPANX,6548,437.48,815.9,QXTXITXU
E3T280HVRQVY,3312,382.22,467.07,RKYXKPPW
OZ7YKJ0JD3SR,6530,415.55,618.75,NKEHPQEG
XCHYLLAZ69DC,3487,458.45,778.45,JFPKCFFP
BTH4Q0XYEIHA,3466,374.4,536.89,SPHMKEAN
H4MT89UXA33C,3460,426.46,729.67,FHCSVNQP
S4NN88B4SN4F,46,1.63,2.8,VNELHOLF
P05XY8MATZWG,6971,367.93,406.56,QRUKFFOG
DROE6OR9V5CH,1886,137.65,154.03,QXTXITXU
DR9OGP2LIG5U,4456,416.91,589.09,YSTSIUBO
8L4RI5WLYN3V,6035,402.08,611.97,XZAGPOCG
3WXVNQE0Q702,1091,42.9,69.28,YTVNVDEV
TQHDF1S40HP9,2825,96.71,142.45,QYAHHFGX
QPA49341JK10,7667,418.27,502.34,YVNOQMRE
ZYZFJU4BI2R5,612,37.21,41.19,QRUKFFOG
6O6BMMM6KVR2,4747,374.4,683.65,BJCRNMST
7KHRKG9TKLNY,4348,395.42,578.5,SPHMKEAN
T7X8H1NRZK9C,6015,378.3,637.06,GTQPDUYW
51U7MVWW9DJG,6064,392.76,473.28,GCKGKIWD
OEQ0VGLOB2CR,936,43.43,51.42,CSCXEACP
DO1HIXZRFKZQ,5565,375.7,703.69,ANNRTCUF
9D0IEG7CKYQK,5211,434.71,582.08,ADMWFSCP
OHKVPU5XGZJJ,152,12.72,15.71,WCCTLAZO
6Q6Z132VOO2A,5023,404.76,476.81,ODOAPUPB
4WA45LABSZD1,398,13.37,22.11,QNMUTIKH
INT8T0VZ5PMP,5575,384.85,474.52,QNMUTIKH
K1WKURTJ89CE,4398,412.84,642.79,ADMWFSCP
9HJDP3XUOG98,2925,126.65,199.85,LYAWRLFE
K2O6ONDI21J1,4415,426.46,589.37,GCKGKIWD
GP7670IZJWF1,1325,108.91,167.29,BMJSHBNA
0LYWAVIGLCTA,7514,387.48,426.62,WCCTLAZO
KPKA3DRXLWZ9,3464,388.8,679.23,UAXXAWZE
37I192L6HPXI,2937,119.26,217.29,YVNOQMRE
3T0X4V8I9VW0,3315,462.7,674.15,MNFXITXS
P3FH072FFMSH,1790,128.32,185.81,BHZVNRON
U12LN2XYFM19,2063,132.53,179.18,PWYISQQQ
BMNIIQFN1UKP,197,14.03,17.5,UMUZGJYV
13TF9MNRI69O,25,0.89,1.61,ZBLEELUQ
5P0SJXAQL4FM,1307,138.51,246.27,GLQAEOQF
55PCDAZVYYBK,296,11.14,20.91,SPHMKEAN
PKZJ7L4Q06DW,1819,112.05,137.37,OPVLPGNP
3KZEPWFCW8XR,115,4.63,8.63,IOTCUKCW
BGY96RYVO8QF,4311,436.09,602.68,LLNHNSKA
LPYPY56PDPDO,2988,437.48,657.09,YICZBGZA
W4PGL19BKVO8,4238,403.42,640.63,PCKHXFGY
TISVY0VLNP8J,844,46.14,86.51,QNMUTIKH
D18L7WM1PH1Q,1130,104.27,142.85,SPHMKEAN
0BZERA49YWVW,7440,488.5,767.43,GLQAEOQF
V34714WUNHQQ,3304,395.42,601.04,OEAJLFNF
GP71JWYOP786,6718,436.09,682.04,XKOHBPZZ
HWFEW4ZLM4T4,6052,438.86,491.52,WJYMSRGC
D1QLV70KTYAK,5239,437.48,633.47,UNHSZJXF
EVE1N1FSHZUV,3814,365.35,612.69,JPGLPLVP
HG88T32FBWRY,6345,388.8,496.11,XZAGPOCG
P7FK9N9J1RKP,4121,365.35,532.31,LDHDYTKW
39IDHAPCDJF3,2827,116.04,131.47,MNFXITXS
LB78T1NI0KRH,680,34.73,48.07,ADLRYBLM
1QXS4LYCMMLU,1933,132.53,244.12,PWYISQQQ
O61WPWSABO7C,6622,400.75,755.41,WWTYFSGK
VO9VU3175PK3,3349,466.96,728.46,VLGZVTVQ
B4P8ZXQUPQFS,5916,370.51,696.93,GCKGKIWD
IJPD9IZ0HF9O,1129,128.32,172.85,PCKHXFGY
D2QACBASGQ2E,2486,145.48,246.73,RKYXKPPW
D9HQ2Q6974MG,3660,406.1,641.23,QLXEQSTG
UXTMJKQ4IOCS,1647,124.99,209.48,IOTLFICR
NPMGI2K19T8Q,1216,129.16,184.57,IOTLFICR
ZK05745S58L1,6162,395.42,548.05,JJLQZLAD
BRH89H7F0RCI,2735,129.99,216.17,BJCRNMST
UBQWY9Q3TL7S,1804,140.24,214.57,CKKTVYIO
DF3L1TEYE8BF,1104,144.6,186.39,ADLRYBLM
P1HHDZVTR2J2,5366,384.85,628.46,WWTYFSGK
L58I2I5FGDWZ,7595,440.25,541.51,UAXXAWZE
SYFWEI76S7I0,3605,454.23,660.0,CKKTVYIO
KB7DH0M305PK,774,36.21,40.45,MDZQSKXO
3PPZGEJ13EYZ,5242,452.82,627.61,ZBLEELUQ
OKBDA82MM067,1320,99.7,182.55,OBVMYZLI
Q9MYY05QD47O,4646,395.42,600.64,VNELHOLF
1BKE3DIETCSY,5401,357.67,416.69,OEAJLFNF
8HGJJU4REK18,6575,420.99,587.7,XWCDGFFS
KH103DB11NSV,6077,396.75,535.61,BDEAFCNM
TEEWOCRU93RT,5556,362.78,607.66,SPSRJXRS
K7OL8SFFOVS7,694,33.28,52.38,UNHSZJXF
UD763U0PDTOY,4626,366.64,479.57,GLQAEOQF
Z2CQRQ6790ML,3410,419.63,545.52,BDEAFCNM
RSDESA1LPGTF,5041,451.42,829.26,GTQPDUYW
CBVMKBJHKT10,1401,103.5,123.58,BYFCPELM
XW2B1KWEOT68,5333,383.54,498.99,SPDOOGFE
7QDF4Y1OF3T4,5224,396.75,478.48,XKOHBPZZ
V0NFLK9GWPS3,2120,101.97,113.49,OBVMYZLI
BYUFITMOBWPP,5411,414.2,528.93,XWCDGFFS
74V91C6XBLAV,2889,102.74,165.31,RKYXKPPW
GCGLLMLPRN5W,1227,133.37,151.24,XWCDGFFS
LRB2ST5AH8P6,574,35.71,60.56,FHCSVNQP
W1TZCDWMBC5X,3423,404.76,640.74,ZBLEELUQ
Y3BG2I3W2SYU,5068,423.72,633.04,DKAIAEQE
SVGYCV3BM451,5738,380.92,465.1,AIRHKZKV
UPDYF3KPN6QZ,7618,426.46,578.28,UAXXAWZE
23ASY8YHL0CF,5958,437.48,535.48,PWYISQQQ
P2WI66GHT2HB,1513,127.48,235.58,VEQQYGWH
J75TMPTY9UTR,1804,126.65,235.95,PWYISQQQ
074B1OINEP95,7034,392.76,457.17,GTQPDUYW
9P2AARCQI82Q,6781,416.91,590.34,LYAWRLFE
Z1XH0DWLGNZ8,2232,122.52,173.12,SPSRJXRS
8MRBMVA1293W,5526,382.22,700.99,BYFCPELM
B58PB2GMH00X,3544,412.84,462.79,VNELHOLF
HTBLMQ2G80OU,3182,410.14,559.84,WJYMSRGC
YFLKSYTBI4AS,4513,458.45,694.09,LDHDYTKW
L87HJ9ZKRA90,4395,367.93,558.89,OBVMYZLI
775C5ZSPUTWH,2539,120.89,190.16,QYAHHFGX
EH3PCF1GOT4J,5897,380.92,532.53,OTXZMFOP
3D8Q9JZEHNTR,5263,374.4,462.38,GCKGKIWD
DSX3H1VVB26K,7262,403.42,708.41,YSTSIUBO
EDGYJ1N9GMZM,5593,427.83,724.74,JJLQZLAD
KZ3YBN34GPMX,2039,115.23,172.04,ADLRYBLM
HL5JZCEZECNH,7000,416.91,610.77,UMUZGJYV
O169C7W42DPH,746,25.55,31.63,VLGZVTVQ
9DDAAOY7DVXX,3411,414.2,684.26,QRUKFFOG
U5SB11E5IB4T,176,11.76,14.17,TOEBDRFA
UPP6M4CSIZTY,3224,436.09,737.86,PCKHXFGY
P1OB1QNM1HQL,218,15.75,20.27,UAXXAWZE
TNFT3MEI9NV0,6762,444.43,505.32,SPSRJXRS
DEUS1DVT1BO3,146,2.54,4.56,UNHSZJXF
F73EH8ETO262,2271,129.99,189.01,OTXZMFOP
186GIPDNMRI0,6732,383.54,719.52,LYAWRLFE
6XKHWYYEAMSH,1274,116.04,143.08,OEAJLFNF
Y709IDR5FANY,5917,416.91,760.03,BMJSHBNA
V7MMF1M8QBM1,5187,444.43,518.65,AIRHKZKV
N15DO43B743O,3741,402.08,469.23,CKKTVYIO
J4UG99YEEIRG,6189,383.54,478.27,MJDXCJML
SQJ9WONAAQK5,1443,117.64,142.46,XKOHBPZZ
FW5ME79OWI91,6818,370.51,542.8,FHCSVNQP
NBI2G9XK17CH,5017,410.14,722.67,ODOAPUPB
Y8N89JBIWXTC,65,4.63,6.77,UMUZGJYV
GE7O2Z03MNDZ,3132,418.27,548.77,JBBAJMPC
HOWVTHE3KIQ7,3064,402.08,539.59,YTVNVDEV
2LWXOZ6K3RMJ,1706,117.64,153.05,LYAWRLFE
H23RXPGB02EW,5247,383.54,428.03,WJYMSRGC
U2R25JV1W7H1,5559,404.76,688.09,ADLRYBLM
2ASM1AYH2JYY,6302,394.09,704.63,WJYMSRGC
WG4LXGFSVMMJ,3855,465.54,582.39,JPGLPLVP
W7BVVKY6NF4J,5880,377.0,634.49,DKAIAEQE
K20F561DSO4V,1426,126.65,225.18,WJXPUKVV
6KV6ZBISK89K,7210,458.45,706.93,ANNRTCUF
AM65KMC3HCYA,746,42.37,52.54,CSCXEACP
2GLOZBA9SIQ5,1366,130.84,219.94,AVSSCHIT
LVQTDFHIYGAR,1980,106.58,197.39,PWYISQQQ
VEUJCLE18YML,6922,408.79,640.57,MNFXITXS
KY9QKFV2EHDU,2622,129.16,239.85,GTQPDUYW
BLN4SEYJM515,2860,140.24,233.5,QYAHHFGX
BVLDWYUVK590,1637,120.89,180.73,VNELHOLF
16RHHFIL9QDO,4212,441.64,593.56,ADLRYBLM
JAIWQI3Q03F8,2520,115.23,200.5,SPSRJXRS
L87B2U06NJYG,4731,420.99,583.91,JJLQZLAD
3LQRHPDUFDNJ,4787,420.99,474.03,BJCRNMST
E5SCFYVI5Z0Y,2183,109.69,163.99,LHEIBNGO
GGASLUWU1N3Z,6474,426.46,690.87,ODOAPUPB
WRQ11VEDQ9UK,1297,116.84,219.78,XZAGPOCG
1V79EKPUHNUV,6317,402.08,603.52,QRQOEZEA
H229WJ8YY9G4,859,32.8,46.31,ODOAPUPB
0TASXMLI0GKS,6306,345.02,463.36,MAPFZZBL
FO9ITO2MEAHC,1836,160.76,215.26,YICZBGZA
SSQTDH8DQ5MG,5629,404.76,448.47,JJLQZLAD
ID993HWFAAV8,6145,419.63,707.92,QRUKFFOG
AM7LN302XSEK,5340,406.1,540.93,CSCXEACP
N2V0OM5EX3T1,515,39.75,69.96,WJYMSRGC
IW63T1NOOTS0,1403,120.07,221.17,AIRHKZKV
SNKD3ZZ7D5W4,4806,412.84,618.02,CSCXEACP
K8NSOYAJQQGR,1606,120.07,139.4,PWYISQQQ
DM9KTO5AAGBL,4660,369.22,630.63,VLGZVTVQ
EZ8EUPFVNIWJ,2079,149.02,252.29,OPVLPGNP
DYETQ062Z0KU,6115,412.84,740.63,SPSRJXRS
DE6S9HXOU5WV,6655,402.08,747.06,GTQPDUYW
JFHMLGZ5MY41,5086,431.95,675.57,MDZQSKXO
QDPNZGYX63ZP,4641,375.7,639.44,LYAWRLFE
SMOG29JODYKW,4610,384.85,445.66,BMJSHBNA
9A48C1LCW3LC,6398,429.2,552.38,XWCDGFFS
MMYTVB2Z0A0S,5522,425.09,664.84,MAPFZZBL
DJRB74YUFSQN,1879,138.51,206.38,BJCRNMST
HBMT24OQ4NBB,6484,404.76,631.83,ADLRYBLM
XARN3NCKYZT4,5280,387.48,735.44,BYFCPELM
56UHYR8XSD4K,2648,101.21,160.42,LLNHNSKA
Z80006JDFH1B,7159,377.0,580.2,WWTYFSGK
P19HO3E7P57U,2624,127.48,222.45,JPGLPLVP
VGSGAIN9RW1H,3643,348.79,407.39,CSCXEACP
359D9Y955FDV,552,37.21,43.39,GCKGKIWD
49XXQ0OYFUCY,6350,426.46,803.02,WCCTLAZO
H945JK4GRMM2,3923,399.41,534.01,WJXPUKVV
DM743DUEFCA1,4578,382.22,574.48,JPGLPLVP
K7T5ZIXHYT4K,183,12.72,22.83,MNFXITXS
KJYOOBE243MM,6836,378.3,450.18,SPSRJXRS
OGEWUY7YW4EH,4729,430.58,706.15,JFPKCFFP
MGMHOXBF1JJW,5914,369.22,420.17,XKOHBPZZ
KA4YREU78YBZ,5968,392.76,570.29,CSCXEACP
IRZPH9R03XT8,4350,431.95,556.78,XZAGPOCG
15KT3STH9V7U,5632,426.46,688.73,FHCSVNQP
EF33NU1TD5WB,476,41.31,50.03,GLQAEOQF
57N05JQVO6KV,3592,370.51,603.93,BDEAFCNM
5IEILVH2FTVZ,1776,123.34,216.83,QRUKFFOG
PJLFCJ68WG8O,1024,31.86,54.93,YICZBGZA
N27J7CH0KI25,2802,125.82,222.58,PIYDYPTC
